SEXO,RAÇA,ESTADO_CIVIL,ESCOLARIDADE,IDADE,OCUPAÇÂO,RENDIMENTO,OCUPAÇÂO_1,OCUPAÇÂO_2,OCUPAÇÂO_3
2,1,4,7,58,5221,E,5,52,522
1,4,1,11,32,0000,B,0,0,0
1,2,5,10,40,5311,D,5,53,531
1,1,3,11,45,3322,E,3,33,332
2,1,5,11,47,9112,D,9,91,911
2,4,5,3,44,9612,E,9,96,961
1,4,1,7,52,3352,D,3,33,335
1,2,5,10,31,3115,E,3,31,311
1,1,5,10,30,4226,D,4,42,422
1,2,5,10,40,0299,C,0,2,29
1,4,1,5,40,8322,E,8,83,832
1,4,1,5,33,6225,E,6,62,622
2,4,1,5,34,1420,E,1,14,142
1,1,1,10,47,5249,D,5,52,524
1,1,5,10,23,5211,D,5,52,521
1,4,1,6,26,5221,E,5,52,522
2,1,1,10,27,5221,E,5,52,522
2,4,5,10,52,4110,E,4,41,411
1,4,5,11,47,2341,B,2,23,234
1,1,1,12,54,5419,A,5,54,541
2,1,1,12,49,2142,B,2,21,214
1,4,5,10,42,0299,C,0,2,29
2,1,5,10,47,5223,D,5,52,522
1,1,1,5,28,5221,E,5,52,522
1,4,1,7,31,9122,E,9,91,912
1,4,5,6,30,0000,E,0,0,0
1,4,5,7,39,9112,E,9,91,911
2,1,5,7,42,5223,E,5,52,522
2,4,5,6,41,5311,E,5,53,531
2,4,5,6,37,5221,E,5,52,522
1,4,1,3,51,8322,C,8,83,832
2,4,1,10,50,5221,D,5,52,522
1,4,5,10,34,5131,D,5,51,513
2,4,5,11,36,2635,E,2,26,263
1,4,3,7,45,5221,E,5,52,522
1,1,1,10,44,9412,D,9,94,941
2,1,1,10,44,2421,B,2,24,242
2,4,1,7,29,7231,E,7,72,723
1,4,1,10,26,7231,E,7,72,723
1,4,5,7,30,9333,D,9,93,933
2,4,5,10,27,5221,E,5,52,522
2,4,5,6,27,5221,E,5,52,522
1,4,1,10,43,9412,B,9,94,941
1,4,5,6,32,7112,E,7,71,711
2,2,5,8,41,5120,D,5,51,512
1,3,1,3,48,5212,E,5,52,521
1,3,5,7,25,5212,E,5,52,521
1,4,1,10,49,4110,C,4,41,411
1,1,1,10,43,3119,C,3,31,311
2,4,1,1,56,9111,E,9,91,911
2,4,5,10,33,5223,E,5,52,522
2,1,5,11,23,2264,C,2,22,226
1,4,1,11,38,3212,B,3,32,321
2,4,5,5,40,9111,E,9,91,911
1,1,2,11,45,5412,B,5,54,541
2,1,5,11,44,2341,E,2,23,234
2,1,3,10,43,5249,D,5,52,524
1,1,3,10,47,8322,D,8,83,832
2,4,1,12,38,2634,B,2,26,263
1,4,5,6,38,2652,E,2,26,265
2,4,5,10,35,3221,E,3,32,322
1,4,1,10,58,5412,B,5,54,541
2,1,1,11,28,5412,B,5,54,541
1,1,5,1,26,9510,E,9,95,951
2,1,3,11,29,4221,D,4,42,422
1,4,5,10,26,3322,D,3,33,332
2,1,5,10,25,9111,D,9,91,911
1,4,5,5,31,5120,D,5,51,512
2,2,5,7,29,9111,E,9,91,911
2,4,1,11,31,2651,D,2,26,265
1,1,1,11,31,3411,B,3,34,341
2,4,1,11,43,2421,D,2,24,242
1,1,1,11,33,5223,D,5,52,522
1,1,1,10,27,7412,D,7,74,741
1,1,1,6,44,5211,E,5,52,521
2,1,1,5,37,5120,E,5,51,512
1,1,1,11,34,1411,D,1,14,141
1,4,5,10,48,0000,C,0,0,0
2,1,5,7,23,9111,E,9,91,911
2,1,5,12,36,3221,B,3,32,322
2,1,5,10,32,5120,E,5,51,512
1,1,5,10,43,2421,E,2,24,242
2,4,1,5,55,5221,E,5,52,522
1,2,1,5,58,3115,E,3,31,311
1,4,5,8,34,7119,E,7,71,711
1,1,5,10,24,5223,D,5,52,522
1,4,1,10,48,7231,D,7,72,723
1,4,1,10,29,7231,D,7,72,723
2,4,4,7,45,4110,E,4,41,411
1,1,1,11,52,9520,E,9,95,952
2,4,5,5,52,5212,E,5,52,521
2,1,2,10,45,4227,D,4,42,422
1,4,5,10,22,1412,D,1,14,141
2,2,5,5,33,9111,E,9,91,911
2,4,2,7,36,9111,E,9,91,911
1,1,1,12,47,2211,A,2,22,221
2,1,1,11,43,1321,D,1,13,132
1,1,5,10,30,1221,D,1,12,122
2,1,5,12,33,4110,D,4,41,411
2,1,5,7,38,9111,E,9,91,911
2,4,1,6,33,9334,D,9,93,933
1,4,1,11,36,9333,D,9,93,933
2,4,1,7,48,0000,D,0,0,0
1,4,1,7,48,0000,D,0,0,0
1,1,1,10,44,5414,D,5,54,541
2,1,1,10,40,4226,D,4,42,422
1,1,1,11,33,1221,B,1,12,122
1,4,5,7,32,3434,E,3,34,343
1,1,5,10,35,8141,E,8,81,814
2,1,5,10,34,4226,E,4,42,422
2,1,5,11,24,0000,C,0,0,0
2,1,5,11,22,1219,D,1,12,121
1,4,1,5,29,5212,E,5,52,521
1,1,5,10,31,5221,D,5,52,522
1,1,5,10,41,7131,E,7,71,713
2,4,3,7,37,4226,D,4,42,422
2,2,5,5,36,4120,D,4,41,412
1,4,5,11,32,3116,D,3,31,311
1,4,5,5,25,6112,E,6,61,611
2,4,5,5,28,9111,E,9,91,911
2,1,5,11,30,2265,D,2,22,226
2,1,5,11,38,1221,C,1,12,122
2,1,1,10,43,5141,E,5,51,514
1,1,1,10,48,0599,C,0,5,59
1,1,3,7,44,4321,E,4,43,432
2,1,5,10,46,0000,D,0,0,0
1,1,5,10,25,9623,E,9,96,962
2,1,3,10,38,4223,E,4,42,422
1,1,1,11,45,1112,C,1,11,111
2,1,1,11,38,1112,B,1,11,111
2,1,5,7,49,9111,E,9,91,911
2,1,3,10,35,1211,D,1,12,121
1,1,1,7,44,8332,D,8,83,833
1,4,1,11,33,1221,C,1,12,122
2,4,1,11,29,1221,D,1,12,122
2,4,5,10,35,1412,D,1,14,141
1,4,5,10,41,1412,D,1,14,141
1,4,5,5,24,9520,D,9,95,952
1,1,5,7,27,3332,E,3,33,333
1,1,5,11,23,2341,E,2,23,234
1,1,1,9,53,7112,D,7,71,711
2,4,5,7,36,5221,D,5,52,522
1,1,5,7,36,5221,D,5,52,522
1,2,3,11,51,2656,D,2,26,265
2,4,5,7,24,5221,D,5,52,522
2,4,1,10,40,0000,E,0,0,0
2,1,5,11,25,3423,D,3,34,342
2,1,1,11,57,1342,D,1,13,134
1,1,1,11,57,5412,C,5,54,541
2,4,5,10,48,9111,E,9,91,911
1,4,5,10,35,4120,D,4,41,412
2,1,5,10,32,0000,D,0,0,0
1,1,5,10,36,8322,D,8,83,832
2,1,5,12,23,3255,E,3,32,325
1,1,1,10,50,9621,E,9,96,962
2,1,5,5,38,9111,E,9,91,911
2,4,5,10,43,5142,D,5,51,514
1,4,5,10,44,7541,B,7,75,754
1,1,5,11,27,4120,B,4,41,412
1,4,1,7,59,7411,C,7,74,741
2,4,1,10,38,5120,D,5,51,512
2,2,5,5,54,9112,D,9,91,911
2,1,5,7,30,1420,E,1,14,142
1,1,1,10,41,5223,E,5,52,522
2,4,1,7,24,4120,E,4,41,412
2,1,1,12,55,2634,D,2,26,263
2,4,5,5,47,5322,E,5,53,532
2,4,5,5,39,7322,E,7,73,732
1,1,5,11,24,2142,B,2,21,214
1,1,1,9,51,3513,B,3,35,351
1,1,5,10,44,0599,C,0,5,59
2,1,1,10,50,2651,D,2,26,265
2,1,5,11,53,2262,D,2,22,226
1,2,1,10,43,2411,C,2,24,241
1,1,5,6,45,5221,E,5,52,522
1,4,5,10,28,7212,E,7,72,721
1,4,1,7,53,3344,D,3,33,334
2,1,1,11,42,4321,B,4,43,432
1,1,1,10,46,5112,B,5,51,511
2,1,5,10,34,4226,D,4,42,422
1,4,5,10,35,8322,D,8,83,832
1,4,5,10,45,5112,D,5,51,511
1,4,5,3,58,9333,E,9,93,933
1,1,5,11,28,1321,C,1,13,132
2,2,3,10,34,5221,D,5,52,522
1,4,3,6,43,5221,D,5,52,522
1,1,1,10,36,5419,D,5,54,541
2,1,1,10,25,3221,D,3,32,322
2,1,1,12,35,2611,B,2,26,261
1,1,1,12,41,2611,B,2,26,261
1,4,5,7,40,7131,D,7,71,713
1,1,5,10,34,8322,D,8,83,832
2,1,5,7,43,5221,E,5,52,522
2,4,5,7,40,5311,E,5,53,531
1,4,5,9,59,7131,D,7,71,713
1,1,5,11,24,5131,D,5,51,513
2,4,5,8,31,9111,E,9,91,911
1,4,5,7,24,9333,D,9,93,933
1,4,1,10,42,2221,D,2,22,222
2,4,5,10,26,3221,D,3,32,322
2,1,5,11,23,1349,C,1,13,134
1,4,1,7,42,5221,D,5,52,522
1,4,5,10,29,5414,D,5,54,541
1,4,5,10,27,7322,E,7,73,732
1,1,1,10,53,5414,E,5,54,541
1,1,5,5,32,5120,D,5,51,512
1,2,5,10,24,5414,D,5,54,541
2,1,1,11,44,2341,D,2,23,234
1,2,1,11,42,2142,B,2,21,214
2,4,5,10,25,9112,E,9,91,911
1,1,5,5,32,9333,E,9,93,933
1,4,5,11,38,5412,B,5,54,541
2,4,5,12,36,2421,D,2,24,242
2,1,5,11,35,0000,E,0,0,0
2,1,1,13,37,2634,C,2,26,263
1,1,1,12,52,5211,D,5,52,521
1,4,1,7,32,0000,E,0,0,0
1,1,5,7,46,5414,D,5,54,541
1,1,3,11,31,2635,B,2,26,263
2,4,5,10,25,3257,D,3,32,325
2,4,1,11,44,2341,D,2,23,234
1,4,1,11,41,0000,D,0,0,0
1,4,5,7,41,3253,D,3,32,325
2,1,5,7,35,9520,B,9,95,952
2,1,5,10,22,5243,E,5,52,524
2,1,5,10,31,5223,E,5,52,522
1,1,1,5,46,7322,D,7,73,732
1,4,1,5,41,9520,E,9,95,952
1,4,5,5,39,7112,E,7,71,711
1,4,5,5,37,9520,E,9,95,952
1,4,5,5,38,9520,E,9,95,952
2,4,5,10,29,8153,E,8,81,815
2,4,5,11,39,2611,D,2,26,261
2,4,5,10,47,5321,D,5,53,532
2,4,5,10,45,2651,E,2,26,265
2,4,5,11,43,2341,E,2,23,234
2,1,3,10,50,4110,D,4,41,411
1,4,1,7,40,7132,D,7,71,713
1,1,5,7,40,9612,E,9,96,961
2,4,5,6,27,5311,E,5,53,531
1,1,5,6,31,9313,E,9,93,931
1,1,5,10,24,7412,D,7,74,741
2,4,1,7,50,4110,D,4,41,411
1,4,1,6,58,6225,D,6,62,622
2,1,5,10,42,4110,D,4,41,411
1,2,1,9,54,4110,C,4,41,411
1,4,5,7,28,5223,E,5,52,522
2,2,5,10,35,2652,E,2,26,265
1,1,5,10,40,4223,E,4,42,422
1,4,1,12,42,2611,D,2,26,261
1,4,1,6,51,5222,D,5,52,522
1,4,1,7,52,9520,D,9,95,952
2,4,5,6,34,5223,E,5,52,522
1,4,5,1,41,9333,E,9,93,933
1,4,5,5,33,9612,E,9,96,961
2,4,5,5,33,9612,E,9,96,961
2,4,4,7,46,5221,D,5,52,522
1,2,5,6,22,0000,E,0,0,0
1,1,1,7,43,5141,B,5,51,514
2,1,1,11,37,3411,B,3,34,341
1,1,1,11,46,5412,D,5,54,541
1,1,5,11,42,7522,D,7,75,752
1,1,1,11,36,2411,D,2,24,241
2,4,5,5,41,9111,E,9,91,911
2,1,5,6,32,9111,E,9,91,911
1,1,5,6,25,5141,D,5,51,514
2,3,1,7,33,9321,E,9,93,932
1,2,1,7,38,5221,E,5,52,522
1,1,5,11,46,7112,E,7,71,711
2,4,5,7,39,5221,E,5,52,522
1,1,5,10,38,0000,D,0,0,0
1,4,5,7,24,7512,E,7,75,751
1,4,1,10,35,7131,E,7,71,713
1,4,5,10,24,7231,D,7,72,723
2,1,5,12,26,3255,D,3,32,325
2,1,5,12,31,0000,E,0,0,0
1,1,1,13,57,2310,A,2,23,231
2,1,5,10,42,4120,D,4,41,412
2,1,1,7,39,9111,E,9,91,911
2,1,3,4,55,9111,E,9,91,911
2,4,5,7,24,5245,E,5,52,524
1,4,1,7,22,7512,E,7,75,751
2,1,1,3,53,2351,E,2,23,235
1,1,5,11,29,6114,D,6,61,611
1,2,5,8,32,9112,E,9,91,911
1,1,1,7,50,1221,C,1,12,122
1,2,1,10,36,5153,D,5,51,515
2,1,1,6,35,5311,E,5,53,531
2,4,4,7,51,9111,E,9,91,911
2,2,5,6,30,5311,E,5,53,531
1,1,5,7,32,9112,E,9,91,911
1,4,5,10,22,5212,E,5,52,521
1,4,5,6,50,7112,E,7,71,711
1,1,1,1,53,9612,E,9,96,961
1,4,5,6,27,9520,D,9,95,952
2,4,5,6,25,2651,E,2,26,265
1,4,5,6,25,9313,E,9,93,931
2,2,1,12,50,2634,D,2,26,263
1,1,1,11,45,4311,D,4,43,431
2,1,5,10,24,5142,E,5,51,514
1,1,5,11,31,7543,B,7,75,754
2,4,1,10,40,9112,E,9,91,911
1,1,1,10,45,0411,C,0,4,41
1,4,5,6,22,9333,E,9,93,933
2,4,1,12,30,0000,D,0,0,0
2,4,1,11,27,2421,D,2,24,242
1,4,1,11,25,1221,C,1,12,122
2,4,5,7,36,9111,E,9,91,911
1,1,3,5,56,5221,E,5,52,522
2,4,5,1,35,5221,E,5,52,522
1,1,1,10,49,8331,D,8,83,833
1,4,5,5,24,9333,E,9,93,933
2,1,5,11,41,2635,D,2,26,263
2,1,5,12,49,3253,B,3,32,325
2,1,1,11,43,5141,C,5,51,514
1,1,1,10,40,4321,D,4,43,432
1,4,5,7,43,0210,D,0,2,21
1,4,5,3,49,7112,D,7,71,711
2,4,4,10,28,4226,D,4,42,422
1,4,5,5,36,9520,E,9,95,952
1,4,1,5,41,9332,E,9,93,933
1,4,5,3,43,0000,E,0,0,0
2,4,1,10,32,2411,E,2,24,241
1,4,1,6,40,1221,E,1,12,122
1,1,5,11,27,5223,D,5,52,522
2,4,1,11,56,2635,C,2,26,263
1,1,1,10,34,3341,D,3,33,334
1,1,5,7,37,5221,E,5,52,522
2,4,5,8,22,5211,E,5,52,521
2,4,5,5,29,9520,E,9,95,952
1,4,5,10,26,5120,E,5,51,512
1,4,1,9,52,3114,D,3,31,311
2,4,1,5,47,5120,D,5,51,512
1,1,3,10,38,8322,E,8,83,832
2,4,5,3,48,9111,D,9,91,911
1,4,3,11,54,1221,B,1,12,122
2,1,5,10,26,5223,E,5,52,522
1,1,1,10,36,3521,D,3,35,352
1,4,1,11,31,2431,C,2,24,243
2,4,1,11,30,4110,D,4,41,411
1,1,5,10,46,1420,B,1,14,142
2,1,2,10,57,1420,B,1,14,142
1,4,3,10,30,7412,D,7,74,741
2,4,3,3,54,0000,D,0,0,0
1,4,5,3,47,5153,E,5,51,515
2,2,5,6,40,9216,E,9,92,921
2,4,1,10,36,5223,E,5,52,522
1,4,1,10,40,5223,E,5,52,522
2,1,5,7,53,5223,E,5,52,522
1,1,5,1,25,5223,E,5,52,522
1,4,1,10,50,4213,C,4,42,421
2,4,1,10,52,2413,D,2,24,241
1,4,1,10,48,3115,D,3,31,311
2,4,1,11,45,3253,D,3,32,325
2,1,3,10,42,3221,D,3,32,322
2,2,5,10,36,5223,D,5,52,522
1,4,1,6,42,7111,C,7,71,711
1,3,1,7,39,7231,E,7,72,723
2,4,1,7,57,4311,D,4,43,431
2,1,1,11,33,3411,D,3,34,341
1,1,1,11,34,2151,D,2,21,215
1,1,1,5,35,9112,E,9,91,911
2,2,5,6,30,9111,E,9,91,911
2,4,3,11,46,2354,C,2,23,235
2,5,5,5,52,8153,D,8,81,815
1,5,1,8,31,0599,B,0,5,59
2,4,5,10,37,9112,E,9,91,911
1,4,5,10,41,5141,D,5,51,514
1,4,5,7,40,9333,D,9,93,933
1,1,5,9,53,8332,E,8,83,833
1,1,5,10,39,5414,D,5,54,541
2,4,1,11,46,2611,B,2,26,261
1,1,5,10,26,5221,B,5,52,522
2,2,5,10,40,5120,D,5,51,512
1,4,5,5,42,6225,E,6,62,622
1,4,5,10,53,5212,E,5,52,521
2,4,5,6,55,0000,E,0,0,0
2,4,5,10,30,5311,E,5,53,531
2,1,3,11,43,1221,C,1,12,122
2,4,1,10,38,5221,E,5,52,522
1,2,1,10,41,5153,E,5,51,515
1,4,1,10,46,8322,C,8,83,832
1,4,5,10,38,3311,C,3,33,331
2,1,5,10,36,1221,C,1,12,122
2,1,1,7,37,9111,D,9,91,911
1,4,5,6,42,5113,E,5,51,511
2,4,5,7,28,2651,E,2,26,265
1,1,5,10,35,5223,D,5,52,522
1,1,1,7,47,7112,E,7,71,711
2,1,1,6,44,9111,E,9,91,911
2,1,1,11,52,2341,C,2,23,234
1,2,1,7,44,3341,D,3,33,334
2,1,1,10,47,9111,E,9,91,911
1,1,5,10,35,2651,D,2,26,265
2,4,5,12,39,2351,B,2,23,235
2,4,4,2,58,5221,D,5,52,522
1,4,5,10,21,4223,D,4,42,422
1,1,3,10,43,1120,D,1,11,112
1,4,1,10,40,5414,D,5,54,541
2,4,5,10,25,5230,E,5,52,523
2,1,5,12,35,2611,D,2,26,261
2,1,1,10,46,5221,A,5,52,522
1,1,1,10,48,2212,A,2,22,221
2,2,4,9,56,4226,E,4,42,422
2,4,5,11,28,2330,C,2,23,233
1,2,5,11,31,2166,D,2,21,216
1,3,5,6,40,9621,C,9,96,962
1,4,5,10,43,8172,E,8,81,817
1,4,5,12,27,3411,C,3,34,341
2,4,1,12,48,3341,C,3,33,334
1,4,1,12,56,2151,A,2,21,215
1,1,5,5,22,5414,E,5,54,541
1,2,5,10,33,7512,D,7,75,751
1,4,1,10,28,5414,D,5,54,541
1,4,1,11,29,2611,D,2,26,261
2,4,5,5,43,9111,E,9,91,911
1,1,1,10,49,0411,B,0,4,41
1,4,5,11,25,5414,D,5,54,541
2,4,1,10,53,9112,D,9,91,911
1,1,1,10,25,3513,E,3,35,351
2,1,1,11,21,4226,E,4,42,422
1,2,1,10,28,5223,D,5,52,522
2,1,1,10,32,5223,D,5,52,522
1,4,1,8,42,7112,D,7,71,711
2,4,5,10,46,4226,E,4,42,422
2,4,1,4,59,5120,D,5,51,512
1,1,5,5,34,5221,E,5,52,522
1,2,5,6,29,5142,E,5,51,514
1,1,1,10,39,7212,C,7,72,721
1,1,5,3,50,5223,E,5,52,522
1,1,5,3,43,9612,E,9,96,961
2,2,5,12,25,1346,D,1,13,134
2,2,4,11,59,2341,D,2,23,234
2,1,5,10,27,4222,D,4,42,422
1,2,5,5,25,9333,D,9,93,933
2,1,5,10,45,5223,E,5,52,522
1,4,1,5,54,8322,D,8,83,832
2,1,4,5,40,5212,E,5,52,521
1,4,1,11,40,2642,C,2,26,264
2,4,2,2,23,9111,E,9,91,911
1,4,5,6,42,2651,E,2,26,265
1,4,5,10,24,9621,E,9,96,962
2,4,5,10,22,5223,E,5,52,522
2,1,5,10,46,1420,B,1,14,142
1,2,1,11,59,3313,C,3,33,331
2,2,5,11,27,7313,E,7,73,731
2,2,5,11,28,7313,D,7,73,731
1,2,2,11,34,4311,D,4,43,431
2,4,5,10,27,9520,D,9,95,952
1,4,5,10,33,7213,D,7,72,721
2,4,5,10,52,5211,D,5,52,521
1,4,5,10,55,7231,D,7,72,723
2,4,5,10,43,1342,D,1,13,134
2,1,5,12,37,3255,C,3,32,325
1,2,5,3,46,9332,E,9,93,933
2,4,5,10,38,4110,D,4,41,411
2,4,5,7,53,0000,E,0,0,0
2,4,1,5,48,9111,E,9,91,911
1,4,5,5,57,5414,E,5,54,541
2,1,4,6,45,8153,D,8,81,815
1,1,5,5,44,5414,D,5,54,541
1,4,1,7,34,9334,D,9,93,933
2,1,1,5,32,9111,E,9,91,911
1,4,5,10,54,3258,D,3,32,325
2,1,5,10,34,3322,C,3,33,332
2,1,5,11,53,4226,E,4,42,422
2,4,1,11,54,3341,D,3,33,334
1,4,1,9,59,9333,D,9,93,933
1,4,1,10,36,9611,C,9,96,961
1,4,1,3,56,8322,E,8,83,832
2,4,1,3,53,4223,E,4,42,422
1,4,5,10,24,5414,E,5,54,541
1,4,5,10,24,5414,E,5,54,541
1,4,5,10,26,5132,E,5,51,513
2,1,1,10,35,9111,E,9,91,911
1,4,1,7,41,3431,D,3,34,343
1,1,1,7,29,3152,E,3,31,315
1,1,5,7,46,8332,B,8,83,833
2,2,5,7,44,9111,E,9,91,911
1,4,1,10,26,3258,E,3,32,325
2,4,1,10,26,4212,E,4,42,421
1,1,1,10,50,5414,D,5,54,541
1,1,5,10,28,3257,D,3,32,325
1,1,1,10,54,3422,D,3,34,342
1,4,1,6,36,7316,E,7,73,731
2,4,1,10,37,2341,D,2,23,234
1,4,5,10,43,9329,D,9,93,932
2,1,5,10,40,9112,E,9,91,911
2,4,5,14,59,2310,A,2,23,231
1,1,5,10,37,3322,D,3,33,332
2,4,1,10,36,3221,D,3,32,322
1,4,1,7,42,5414,E,5,54,541
2,1,1,11,47,0000,B,0,0,0
2,4,5,11,24,2421,D,2,24,242
1,4,5,7,45,4110,D,4,41,411
2,4,5,5,23,9111,E,9,91,911
2,1,5,11,55,3512,C,3,35,351
1,1,1,7,39,7126,D,7,71,712
2,1,3,10,39,5321,E,5,53,532
2,4,1,13,39,0000,D,0,0,0
1,4,1,10,38,0000,D,0,0,0
1,4,5,5,27,7231,E,7,72,723
2,1,5,10,35,5242,E,5,52,524
1,4,1,5,34,5221,D,5,52,522
1,4,1,11,35,3522,B,3,35,352
2,4,1,12,35,2212,B,2,22,221
1,2,5,10,24,4321,E,4,43,432
2,4,5,12,26,2351,D,2,23,235
2,4,1,11,57,4120,E,4,41,412
1,1,1,10,45,2656,D,2,26,265
2,4,5,7,30,9112,E,9,91,911
1,1,1,7,27,5223,D,5,52,522
1,4,1,10,42,5414,D,5,54,541
1,4,5,7,50,3132,E,3,31,313
2,1,4,9,59,5141,B,5,51,514
2,1,5,10,21,4226,E,4,42,422
2,1,5,10,38,4223,D,4,42,422
1,1,5,7,49,0000,D,0,0,0
1,1,1,11,34,2310,C,2,23,231
1,4,1,10,37,8211,D,8,82,821
2,4,5,5,39,9412,E,9,94,941
2,2,5,7,40,9112,E,9,91,911
1,4,1,6,41,7412,D,7,74,741
1,2,5,10,36,2611,D,2,26,261
1,2,5,10,32,9520,E,9,95,952
1,1,5,10,36,1221,D,1,12,122
1,4,5,10,31,9520,E,9,95,952
1,2,5,10,33,2634,E,2,26,263
1,1,1,10,34,5414,D,5,54,541
2,2,1,10,31,5221,E,5,52,522
1,4,5,10,37,2421,D,2,24,242
2,4,5,10,37,2421,D,2,24,242
2,4,5,11,31,2421,E,2,24,242
1,4,1,6,37,6225,E,6,62,622
2,4,5,6,27,9111,E,9,91,911
2,4,1,10,27,2412,E,2,24,241
1,4,1,6,32,3332,E,3,33,333
1,4,1,9,54,2351,B,2,23,235
2,4,1,11,36,1212,B,1,12,121
2,2,1,1,55,9111,E,9,91,911
2,4,5,10,29,5242,E,5,52,524
1,4,5,7,30,5414,E,5,54,541
2,1,5,11,23,2341,D,2,23,234
2,4,5,11,27,2341,B,2,23,234
1,1,1,5,49,5120,D,5,51,512
2,1,5,7,39,9111,E,9,91,911
1,1,5,10,48,7231,C,7,72,723
1,4,5,6,31,9624,E,9,96,962
1,4,5,10,27,2411,C,2,24,241
1,4,1,11,55,2411,B,2,24,241
2,1,5,7,36,0000,E,0,0,0
2,4,3,11,36,3123,C,3,31,312
2,1,5,5,24,9111,E,9,91,911
1,2,5,7,21,5223,E,5,52,522
2,2,3,6,57,9111,E,9,91,911
1,2,1,7,58,7212,D,7,72,721
2,4,5,12,55,4110,B,4,41,411
2,4,5,11,53,2421,D,2,24,242
2,1,5,10,39,3152,E,3,31,315
2,4,5,5,42,9111,E,9,91,911
2,4,5,3,59,9111,D,9,91,911
1,4,1,5,37,7112,D,7,71,711
1,1,1,10,48,5153,D,5,51,515
2,1,5,5,42,2635,E,2,26,263
1,1,5,11,29,3513,E,3,35,351
2,1,4,6,46,4226,E,4,42,422
1,1,5,7,27,7231,D,7,72,723
1,4,5,7,27,9333,E,9,93,933
2,4,5,7,21,5120,D,5,51,512
2,1,3,12,46,2341,B,2,23,234
1,1,3,7,40,0000,D,0,0,0
1,4,5,5,32,9313,E,9,93,931
2,4,5,7,27,4322,D,4,43,432
1,4,5,5,25,4322,D,4,43,432
1,2,2,5,58,9111,E,9,91,911
2,4,1,10,41,4110,D,4,41,411
1,1,5,5,29,9112,E,9,91,911
2,2,5,10,36,5141,E,5,51,514
2,1,5,10,32,7119,D,7,71,711
1,1,1,10,45,0599,C,0,5,59
2,4,1,11,39,5120,D,5,51,512
2,4,1,12,33,2634,B,2,26,263
1,1,1,12,33,2211,A,2,22,221
2,2,5,7,22,9112,D,9,91,911
2,4,1,10,23,1420,D,1,14,142
1,4,1,10,28,1420,D,1,14,142
1,4,1,10,36,5414,D,5,54,541
2,4,5,12,52,2341,B,2,23,234
1,4,5,7,50,5414,D,5,54,541
1,1,5,7,32,5223,E,5,52,522
1,1,5,11,49,2411,D,2,24,241
2,4,1,10,36,9216,E,9,92,921
2,4,2,10,52,4132,E,4,41,413
2,4,5,5,40,9111,E,9,91,911
1,4,5,10,25,9313,D,9,93,931
1,1,5,10,36,4321,D,4,43,432
2,4,5,10,44,2651,C,2,26,265
1,4,5,7,46,3152,D,3,31,315
1,1,5,11,52,0000,B,0,0,0
2,4,1,10,40,3221,E,3,32,322
2,1,5,2,41,5311,E,5,53,531
2,1,5,10,45,5221,E,5,52,522
2,1,5,5,49,9111,E,9,91,911
2,4,1,10,36,4110,C,4,41,411
1,4,1,10,41,5120,B,5,51,512
1,1,1,11,31,3522,C,3,35,352
2,1,5,11,53,0000,D,0,0,0
1,1,5,7,25,9621,D,9,96,962
1,1,1,10,51,5412,C,5,54,541
2,4,1,11,50,5414,D,5,54,541
1,4,5,5,39,9332,E,9,93,933
1,2,1,10,28,9334,E,9,93,933
1,4,5,10,35,9520,E,9,95,952
1,4,1,10,35,8322,D,8,83,832
2,4,1,10,33,8322,E,8,83,832
1,4,5,6,25,4321,E,4,43,432
2,4,5,2,35,9612,E,9,96,961
2,4,5,7,34,9612,E,9,96,961
2,1,5,10,39,5223,D,5,52,522
2,1,5,11,28,3111,D,3,31,311
1,1,1,10,51,9621,B,9,96,962
2,2,5,5,31,1420,E,1,14,142
2,1,5,10,54,4110,D,4,41,411
1,4,1,11,51,2341,B,2,23,234
2,4,5,5,37,0000,E,0,0,0
1,4,5,10,27,5221,D,5,52,522
1,4,5,8,22,9334,D,9,93,933
1,4,5,10,40,9334,D,9,93,933
1,1,5,10,21,9334,D,9,93,933
1,4,1,10,24,9334,D,9,93,933
2,4,1,11,36,2359,E,2,23,235
1,1,1,7,34,5249,E,5,52,524
1,4,1,7,50,3211,D,3,32,321
1,4,5,10,24,5223,E,5,52,522
1,1,1,10,25,7212,E,7,72,721
1,1,5,10,27,5131,E,5,51,513
1,2,5,10,30,4321,D,4,43,432
1,4,3,10,47,5412,B,5,54,541
1,4,5,5,29,7112,E,7,71,711
1,4,5,14,37,2341,B,2,23,234
1,1,1,11,46,7421,D,7,74,742
2,1,1,10,28,9334,E,9,93,933
1,1,1,11,34,5230,E,5,52,523
1,4,5,7,28,9333,E,9,93,933
1,4,5,7,30,8342,D,8,83,834
2,1,5,10,33,4311,D,4,43,431
1,1,2,11,52,2411,B,2,24,241
2,1,5,12,44,0000,B,0,0,0
1,1,5,11,35,3513,E,3,35,351
2,1,3,11,41,2341,B,2,23,234
2,4,5,10,24,4120,E,4,41,412
2,1,1,10,32,3214,B,3,32,321
1,1,5,7,35,5245,D,5,52,524
1,2,5,6,34,9313,E,9,93,931
1,4,5,7,44,8350,C,8,83,835
1,2,5,5,34,7112,E,7,71,711
2,1,5,10,34,5221,E,5,52,522
1,4,5,10,30,9313,E,9,93,931
2,1,5,10,23,2651,E,2,26,265
2,4,1,10,47,2651,E,2,26,265
1,1,1,10,47,2351,D,2,23,235
2,4,1,5,46,9112,E,9,91,911
