SEXO,RAÇA,ESTADO_CIVIL,ESCOLARIDADE,IDADE,OCUPAÇÂO,RENDIMENTO,OCUPAÇÂO_1,OCUPAÇÂO_2,OCUPAÇÂO_3
1,2,3,5,55,9112,D,9,91,911
1,1,1,3,43,5414,D,5,54,541
1,4,5,11,28,4110,C,4,41,411
1,4,5,11,27,9112,B,9,91,911
2,1,1,10,36,2411,A,2,24,241
1,1,1,10,38,7412,C,7,74,741
1,1,5,10,26,5223,E,5,52,522
2,1,1,5,56,5141,D,5,51,514
2,4,1,6,34,3221,D,3,32,322
1,4,5,5,39,7112,E,7,71,711
1,4,3,7,25,5223,E,5,52,522
2,4,5,3,47,9112,D,9,91,911
1,4,1,3,56,9520,E,9,95,952
1,1,5,7,31,5221,D,5,52,522
1,4,1,3,47,7231,D,7,72,723
2,4,1,10,27,5223,D,5,52,522
1,4,1,8,31,8322,D,8,83,832
1,4,5,6,23,7511,E,7,75,751
2,4,5,5,33,9111,E,9,91,911
1,4,5,7,32,9111,E,9,91,911
2,4,1,8,39,0000,D,0,0,0
1,4,1,10,43,3322,C,3,33,332
1,4,1,10,23,1420,E,1,14,142
2,1,1,11,22,1420,E,1,14,142
1,1,5,6,40,8332,D,8,83,833
1,1,5,5,39,6112,E,6,61,611
1,1,1,10,42,3257,C,3,32,325
2,1,1,10,38,3253,D,3,32,325
2,1,1,6,32,9112,E,9,91,911
2,4,3,11,36,2341,C,2,23,234
1,4,2,10,44,0000,C,0,0,0
2,4,5,5,26,9111,E,9,91,911
2,4,3,10,22,7512,E,7,75,751
1,4,1,3,58,5211,E,5,52,521
1,4,5,6,35,7112,D,7,71,711
1,4,1,6,37,5211,E,5,52,521
2,4,1,7,35,5211,E,5,52,521
1,1,1,10,45,0000,D,0,0,0
1,1,5,7,47,8322,D,8,83,832
2,1,5,10,42,9111,D,9,91,911
2,1,1,10,54,8153,D,8,81,815
1,1,1,10,59,8321,E,8,83,832
1,4,1,7,31,8322,D,8,83,832
1,4,5,11,29,3422,E,3,34,342
1,4,1,10,45,0412,C,0,4,41
2,4,1,11,47,2341,C,2,23,234
2,1,5,8,27,2421,D,2,24,242
1,4,5,10,57,5414,E,5,54,541
1,4,5,10,23,8321,E,8,83,832
2,1,5,10,35,5221,E,5,52,522
2,1,5,11,46,2341,D,2,23,234
1,1,3,11,50,2211,A,2,22,221
2,1,5,11,44,2611,A,2,26,261
2,4,5,10,32,9111,E,9,91,911
2,4,5,10,32,4110,E,4,41,411
1,4,5,7,43,7131,E,7,71,713
1,4,5,7,33,9333,E,9,93,933
1,1,5,7,28,7123,E,7,71,712
2,4,5,10,26,5230,E,5,52,523
2,1,5,10,30,5223,E,5,52,522
1,2,1,7,39,9112,E,9,91,911
1,1,1,11,58,2611,B,2,26,261
2,1,1,10,40,2421,E,2,24,242
1,4,1,8,52,7231,E,7,72,723
2,4,1,10,37,5223,E,5,52,522
1,4,1,10,45,3211,D,3,32,321
1,4,1,10,27,5120,D,5,51,512
2,4,4,13,53,1420,B,1,14,142
1,4,5,7,49,3432,E,3,34,343
2,4,5,7,45,9520,E,9,95,952
1,4,1,10,23,4321,E,4,43,432
2,4,1,10,21,5223,E,5,52,522
1,2,5,6,21,9313,D,9,93,931
1,1,5,7,23,9313,D,9,93,931
1,1,4,7,46,5223,A,5,52,522
1,1,1,10,36,0000,A,0,0,0
1,4,2,7,59,8322,C,8,83,832
1,4,1,5,32,9332,E,9,93,933
1,4,1,5,35,7231,E,7,72,723
2,1,1,11,28,2631,D,2,26,263
1,4,1,10,27,0000,D,0,0,0
1,1,1,10,49,1439,B,1,14,143
1,1,5,10,21,4110,C,4,41,411
2,1,1,10,48,4110,E,4,41,411
2,2,1,8,36,5221,E,5,52,522
2,4,5,10,35,5243,E,5,52,524
2,1,1,5,58,9111,E,9,91,911
2,4,5,10,46,8332,C,8,83,833
1,1,1,7,24,9329,D,9,93,932
1,1,1,6,53,7213,E,7,72,721
2,1,5,10,31,3221,D,3,32,322
2,4,1,6,50,9111,E,9,91,911
1,1,1,10,29,1330,B,1,13,133
2,4,5,12,39,4226,D,4,42,422
2,4,2,10,44,3344,D,3,33,334
2,4,4,10,38,2341,E,2,23,234
1,1,1,10,38,1221,C,1,12,122
2,4,1,11,43,2341,D,2,23,234
2,4,5,7,40,6114,E,6,61,611
2,4,1,11,35,5242,D,5,52,524
1,1,1,10,30,1420,C,1,14,142
1,1,5,11,24,2342,D,2,23,234
2,1,1,7,44,5141,E,5,51,514
1,4,1,5,37,7231,D,7,72,723
1,4,1,7,43,7112,D,7,71,711
2,4,1,10,48,5221,D,5,52,522
1,4,5,6,47,2431,B,2,24,243
1,4,5,10,34,5414,D,5,54,541
2,1,5,7,40,5243,E,5,52,524
2,1,1,10,27,2421,D,2,24,242
1,4,1,7,29,2421,C,2,24,242
2,4,3,10,50,2341,D,2,23,234
1,1,3,7,32,8322,C,8,83,832
1,1,5,10,27,4120,D,4,41,412
1,4,5,7,33,8322,D,8,83,832
2,4,5,7,30,5221,D,5,52,522
2,1,2,10,32,9112,E,9,91,911
2,4,5,10,22,5223,E,5,52,522
2,1,4,3,55,9111,E,9,91,911
2,4,5,10,21,9122,E,9,91,912
2,1,1,7,54,9112,E,9,91,911
2,1,1,10,41,1420,D,1,14,142
1,1,1,6,45,8322,D,8,83,832
1,4,1,10,33,2341,B,2,23,234
1,4,1,10,27,1420,C,1,14,142
2,2,5,10,29,5223,E,5,52,522
2,4,5,12,49,4110,D,4,41,411
1,4,1,12,29,9520,B,9,95,952
2,1,1,10,25,9520,B,9,95,952
1,1,1,6,36,9329,D,9,93,932
2,4,4,11,58,4120,E,4,41,412
1,4,1,7,36,8322,E,8,83,832
1,4,5,11,33,3322,C,3,33,332
2,4,1,5,58,4110,E,4,41,411
1,1,1,10,47,1219,C,1,12,121
2,4,1,10,38,5243,D,5,52,524
1,1,5,11,29,4120,D,4,41,412
2,1,5,11,25,4120,D,4,41,412
2,1,1,11,31,4120,D,4,41,412
1,4,1,10,39,1420,D,1,14,142
2,4,1,10,33,1420,D,1,14,142
1,4,1,10,47,0411,B,0,4,41
1,4,1,11,46,0000,B,0,0,0
2,4,3,7,28,9112,E,9,91,911
2,1,1,10,40,4120,E,4,41,412
1,4,1,10,40,4120,E,4,41,412
2,4,1,10,30,5142,D,5,51,514
1,4,5,10,26,1221,D,1,12,122
1,4,1,10,27,5142,D,5,51,514
1,1,1,10,26,3513,D,3,35,351
2,1,1,10,25,3253,D,3,32,325
1,1,1,3,59,5211,D,5,52,521
2,4,1,12,54,2341,B,2,23,234
1,4,1,11,36,3334,B,3,33,333
1,1,2,7,36,0000,C,0,0,0
1,1,1,7,33,3431,E,3,34,343
1,4,5,10,29,7231,C,7,72,723
1,4,5,10,34,4321,D,4,43,432
1,4,1,10,32,3221,E,3,32,322
2,4,1,11,38,2635,D,2,26,263
1,4,1,10,41,7112,D,7,71,711
2,1,1,11,38,3221,B,3,32,322
1,4,1,10,44,7231,B,7,72,723
2,1,1,5,46,8183,E,8,81,818
1,4,3,3,45,0000,E,0,0,0
1,4,5,1,25,8332,E,8,83,833
1,1,1,11,47,0000,A,0,0,0
2,1,1,11,36,2351,D,2,23,235
1,4,5,10,32,7213,D,7,72,721
2,4,5,10,31,1420,E,1,14,142
2,4,5,7,34,9112,E,9,91,911
1,4,5,10,22,8321,D,8,83,832
2,4,1,7,27,9111,E,9,91,911
1,2,1,5,32,9112,D,9,91,911
1,1,5,7,47,8344,B,8,83,834
2,2,5,10,40,1431,B,1,14,143
1,2,1,10,32,5223,D,5,52,522
2,1,1,11,28,1420,D,1,14,142
1,4,5,7,27,0000,E,0,0,0
2,4,5,7,23,9111,E,9,91,911
1,4,1,10,55,7231,D,7,72,723
2,1,1,11,51,2635,D,2,26,263
1,1,1,10,41,0000,D,0,0,0
2,1,1,10,31,0000,D,0,0,0
1,4,1,10,32,5414,E,5,54,541
1,4,1,5,59,8322,D,8,83,832
2,1,5,10,40,5221,E,5,52,522
2,4,1,5,50,4110,D,4,41,411
2,1,5,6,38,9111,E,9,91,911
2,4,1,10,28,5223,E,5,52,522
1,4,1,6,40,7231,D,7,72,723
1,1,1,10,26,4312,D,4,43,431
2,1,1,11,26,4110,E,4,41,411
2,1,1,10,51,2341,D,2,23,234
1,1,1,10,57,3343,B,3,33,334
1,4,5,10,26,9621,E,9,96,962
1,4,1,10,41,8332,E,8,83,833
2,4,5,10,23,5223,D,5,52,522
1,1,1,11,48,1219,C,1,12,121
2,1,1,10,35,2341,E,2,23,234
2,1,1,7,28,2652,E,2,26,265
1,1,1,7,31,9321,E,9,93,932
1,4,5,10,22,8219,E,8,82,821
1,4,1,11,44,2433,B,2,24,243
2,4,5,10,34,5311,E,5,53,531
1,4,1,10,45,5223,D,5,52,522
2,4,5,7,24,9412,E,9,94,941
1,1,5,7,33,0000,C,0,0,0
1,1,1,10,51,4110,D,4,41,411
1,1,5,10,23,4321,D,4,43,432
2,1,1,10,48,3221,D,3,32,322
1,4,5,7,30,5412,D,5,54,541
1,4,5,10,34,6114,E,6,61,611
1,4,1,11,31,7522,A,7,75,752
2,1,5,10,25,5230,E,5,52,523
1,4,1,7,33,8142,D,8,81,814
1,4,1,7,41,7231,D,7,72,723
2,1,1,12,40,2341,B,2,23,234
1,4,1,10,42,6130,D,6,61,613
2,1,5,10,35,7512,D,7,75,751
1,1,5,10,32,7512,D,7,75,751
1,4,5,10,32,7512,D,7,75,751
1,1,5,10,25,7512,E,7,75,751
2,4,5,10,30,7512,E,7,75,751
1,1,1,6,53,9333,B,9,93,933
1,1,1,10,29,9333,D,9,93,933
2,2,5,10,33,1221,E,1,12,122
2,2,5,11,31,1221,D,1,12,122
1,1,1,11,53,8332,D,8,83,833
2,1,3,5,48,9111,D,9,91,911
2,1,5,11,28,2264,B,2,22,226
1,1,1,10,39,3322,B,3,33,332
2,1,1,11,51,2142,B,2,21,214
1,4,1,11,33,2266,B,2,22,226
1,4,1,10,50,9333,E,9,93,933
2,4,1,11,48,4120,D,4,41,412
2,4,5,10,27,9111,E,9,91,911
2,1,5,11,30,4110,D,4,41,411
1,4,2,7,40,5414,E,5,54,541
1,1,5,10,28,7213,D,7,72,721
1,1,5,10,26,9629,D,9,96,962
1,1,1,2,57,6130,E,6,61,613
2,1,1,2,56,9112,E,9,91,911
1,1,1,6,32,4110,D,4,41,411
2,4,1,5,53,9111,E,9,91,911
1,1,1,7,38,3339,D,3,33,333
2,4,1,7,35,5243,E,5,52,524
1,1,1,10,30,7132,D,7,71,713
2,1,1,6,23,2411,E,2,24,241
1,1,1,11,38,2310,D,2,23,231
2,1,1,10,30,9112,D,9,91,911
2,1,5,11,33,8211,C,8,82,821
1,1,3,10,41,4120,D,4,41,412
1,1,1,10,34,1219,D,1,12,121
2,2,1,10,43,0000,D,0,0,0
1,1,1,7,41,5222,E,5,52,522
1,4,1,6,34,2411,C,2,24,241
1,4,1,10,30,5221,B,5,52,522
2,4,1,10,27,1219,D,1,12,121
1,4,1,5,47,9520,D,9,95,952
2,4,1,5,48,9520,E,9,95,952
2,4,3,10,50,9111,E,9,91,911
1,4,5,7,23,3423,E,3,34,342
1,1,3,7,39,9112,E,9,91,911
2,4,1,10,27,4110,D,4,41,411
1,4,5,7,30,7412,E,7,74,741
2,4,1,7,42,8153,E,8,81,815
2,4,5,10,21,9313,E,9,93,931
1,4,1,5,39,8332,E,8,83,833
1,1,5,11,41,1420,A,1,14,142
1,1,1,10,30,2636,D,2,26,263
2,4,1,5,52,5311,E,5,53,531
1,4,5,10,45,4110,C,4,41,411
1,4,1,10,40,2341,C,2,23,234
2,1,1,6,55,9112,E,9,91,911
2,4,4,3,58,9112,E,9,91,911
1,4,5,5,29,7231,E,7,72,723
2,4,5,6,22,9111,E,9,91,911
2,4,1,6,40,9111,E,9,91,911
1,1,1,7,49,7213,D,7,72,721
2,2,2,5,30,9111,E,9,91,911
1,4,5,10,37,9333,D,9,93,933
2,1,3,10,40,4120,D,4,41,412
1,4,5,10,41,5414,E,5,54,541
1,1,1,10,57,7231,C,7,72,723
1,1,5,10,38,7112,D,7,71,711
2,4,1,10,56,8153,E,8,81,815
1,4,1,5,59,6130,E,6,61,613
2,4,5,10,21,9111,E,9,91,911
2,4,1,7,31,5142,E,5,51,514
1,4,1,7,30,8322,E,8,83,832
2,4,1,10,36,9211,E,9,92,921
2,1,5,7,39,1221,C,1,12,122
2,1,5,10,26,9111,E,9,91,911
2,4,4,10,43,2341,E,2,23,234
2,4,5,10,22,5311,E,5,53,531
2,4,5,10,27,5211,E,5,52,521
2,4,1,10,42,1219,D,1,12,121
1,4,1,7,45,8332,D,8,83,833
1,2,1,5,33,9112,E,9,91,911
2,2,1,8,32,9111,E,9,91,911
1,4,1,10,39,8322,E,8,83,832
2,1,5,10,41,9520,E,9,95,952
2,4,1,10,52,5223,E,5,52,522
1,4,1,10,55,0000,A,0,0,0
2,4,5,10,24,5230,E,5,52,523
2,1,5,10,22,1420,D,1,14,142
2,1,5,10,22,4211,E,4,42,421
2,4,5,10,23,9111,E,9,91,911
1,1,5,8,25,4412,D,4,44,441
1,4,5,10,22,9510,D,9,95,951
2,4,5,10,24,4110,D,4,41,411
2,4,5,10,21,4110,D,4,41,411
2,1,5,10,25,2421,D,2,24,242
1,1,5,10,26,1321,B,1,13,132
1,1,5,6,40,7112,E,7,71,711
2,4,1,2,44,9111,E,9,91,911
1,2,5,10,21,5223,D,5,52,522
1,4,5,10,22,5221,D,5,52,522
1,4,1,5,47,7522,D,7,75,752
1,1,1,11,30,0000,A,0,0,0
2,1,1,11,28,0000,D,0,0,0
1,4,5,7,38,9313,E,9,93,931
1,1,1,10,29,9112,D,9,91,911
2,4,4,10,44,2342,D,2,23,234
1,4,3,10,33,1323,A,1,13,132
1,4,1,5,40,5414,E,5,54,541
1,4,1,10,52,0000,B,0,0,0
1,4,2,6,33,7231,E,7,72,723
2,4,1,10,31,5243,E,5,52,524
1,4,1,7,35,5243,D,5,52,524
1,1,1,1,42,8321,E,8,83,832
1,4,5,7,26,9122,E,9,91,912
1,4,1,5,22,3115,D,3,31,311
1,4,1,5,52,3115,D,3,31,311
1,1,5,7,25,3115,D,3,31,311
2,4,1,10,57,5211,E,5,52,521
1,2,1,7,36,7115,E,7,71,711
2,4,5,10,43,9321,E,9,93,932
2,4,1,10,40,5223,D,5,52,522
1,1,1,10,41,4120,D,4,41,412
2,4,5,7,35,5142,E,5,51,514
1,4,5,9,52,8332,E,8,83,833
2,4,1,7,36,5142,D,5,51,514
1,4,1,10,43,3253,D,3,32,325
1,4,1,10,44,7322,E,7,73,732
1,4,1,7,47,4321,D,4,43,432
1,4,1,10,25,0000,D,0,0,0
1,1,5,7,25,8142,E,8,81,814
2,1,5,10,30,4110,E,4,41,411
2,4,1,5,54,5221,E,5,52,522
1,4,1,7,56,3132,D,3,31,313
1,4,1,7,50,6130,E,6,61,613
2,4,1,7,52,5223,E,5,52,522
2,4,2,10,25,5223,D,5,52,522
1,4,1,11,49,2212,D,2,22,221
1,1,5,10,36,0000,D,0,0,0
2,2,5,10,31,5211,E,5,52,521
1,4,5,10,39,5412,C,5,54,541
1,1,1,10,41,5243,E,5,52,524
2,4,1,11,36,2341,E,2,23,234
2,4,1,7,40,0000,D,0,0,0
1,1,1,7,41,0000,B,0,0,0
2,1,5,6,29,5242,D,5,52,524
1,1,2,10,38,8332,C,8,83,833
1,4,1,10,35,3118,D,3,31,311
1,4,1,10,37,3322,D,3,33,332
2,4,1,10,30,5242,E,5,52,524
2,4,5,10,25,9112,E,9,91,911
2,4,5,8,25,9112,E,9,91,911
2,4,5,10,24,9112,E,9,91,911
2,4,5,8,25,9112,E,9,91,911
2,1,5,10,23,9112,E,9,91,911
2,4,5,8,36,9111,E,9,91,911
2,2,5,8,24,9112,E,9,91,911
2,4,5,8,28,9112,E,9,91,911
2,1,5,8,21,9112,E,9,91,911
2,1,5,8,29,9112,E,9,91,911
2,4,5,8,30,9112,E,9,91,911
2,4,5,8,28,9112,E,9,91,911
2,4,5,8,30,9112,E,9,91,911
2,1,5,10,32,9112,E,9,91,911
1,1,5,10,50,2421,C,2,24,242
2,1,5,8,25,9112,E,9,91,911
2,1,1,10,29,5230,D,5,52,523
1,1,1,10,30,5221,D,5,52,522
2,4,5,10,21,5223,E,5,52,522
1,1,5,7,22,7231,E,7,72,723
1,4,1,10,46,2212,C,2,22,221
1,4,5,7,21,8142,E,8,81,814
1,4,1,7,32,7131,D,7,71,713
2,1,5,11,33,5243,E,5,52,524
1,1,5,11,38,2142,E,2,21,214
2,1,5,10,22,1221,E,1,12,122
2,4,5,3,44,6121,E,6,61,612
1,1,1,10,29,7112,B,7,71,711
1,1,1,7,52,5221,E,5,52,522
2,4,1,7,52,9111,E,9,91,911
1,4,1,10,48,0000,A,0,0,0
2,4,1,7,47,4110,E,4,41,411
2,1,4,5,51,7511,E,7,75,751
2,4,5,7,44,9111,E,9,91,911
1,4,1,6,40,3322,C,3,33,332
1,1,1,7,35,0000,E,0,0,0
2,1,1,10,33,0000,E,0,0,0
1,2,1,3,59,7112,E,7,71,711
1,2,1,5,39,8321,E,8,83,832
1,4,5,7,43,9622,E,9,96,962
2,1,1,7,25,5221,E,5,52,522
1,1,1,10,30,8322,D,8,83,832
1,4,1,6,51,7412,D,7,74,741
1,1,5,7,24,9112,E,9,91,911
1,1,1,10,40,3431,D,3,34,343
2,1,1,10,42,4120,D,4,41,412
2,1,5,10,21,4110,E,4,41,411
2,4,1,7,49,9112,E,9,91,911
1,4,5,11,29,4110,D,4,41,411
1,4,5,10,23,3115,D,3,31,311
1,4,1,6,57,7231,E,7,72,723
1,1,1,11,46,2411,B,2,24,241
1,1,1,10,38,1420,E,1,14,142
2,1,1,10,28,5221,E,5,52,522
1,1,1,11,40,2261,B,2,22,226
2,1,1,11,35,4110,D,4,41,411
2,4,5,11,46,1345,B,1,13,134
2,1,5,7,22,4110,E,4,41,411
1,1,1,7,29,9520,E,9,95,952
1,1,5,11,29,9112,B,9,91,911
2,4,5,10,30,9112,E,9,91,911
2,4,1,10,42,4120,E,4,41,412
1,1,1,7,38,5223,D,5,52,522
2,1,1,7,37,9111,E,9,91,911
1,4,5,6,51,8322,E,8,83,832
2,4,5,10,30,3221,B,3,32,322
1,4,3,11,43,3341,C,3,33,334
2,1,1,11,38,1221,E,1,12,122
1,1,1,9,51,5223,E,5,52,522
2,4,1,10,35,9111,E,9,91,911
1,1,1,10,38,3322,B,3,33,332
1,1,5,5,44,9321,D,9,93,932
2,4,5,10,35,5131,E,5,51,513
1,1,5,7,36,5131,E,5,51,513
2,1,5,10,57,9333,E,9,93,933
1,1,5,6,49,7231,E,7,72,723
1,1,5,10,24,8142,D,8,81,814
1,1,5,6,41,8332,D,8,83,833
1,4,1,6,28,4321,D,4,43,432
1,4,1,3,45,9112,E,9,91,911
2,1,1,5,40,9111,E,9,91,911
2,1,5,11,33,3221,C,3,32,322
1,1,2,7,46,8332,D,8,83,833
2,4,5,7,24,4120,E,4,41,412
2,4,5,5,52,1221,E,1,12,122
1,4,1,5,40,7112,E,7,71,711
2,4,1,5,37,9111,E,9,91,911
2,4,5,10,32,5221,D,5,52,522
2,1,1,8,47,4110,D,4,41,411
1,4,5,8,35,2421,D,2,24,242
1,1,1,10,50,1321,B,1,13,132
1,2,1,5,38,5211,D,5,52,521
2,4,1,10,36,9111,E,9,91,911
1,1,1,10,39,5211,D,5,52,521
1,1,5,10,21,5223,E,5,52,522
2,1,1,10,40,5414,E,5,54,541
1,4,1,6,38,9112,D,9,91,911
2,4,1,10,39,5141,E,5,51,514
2,4,5,10,26,5230,D,5,52,523
2,4,1,7,35,6130,E,6,61,613
1,4,1,10,40,0000,B,0,0,0
1,1,1,12,53,2411,B,2,24,241
2,1,1,12,42,2642,B,2,26,264
1,1,1,10,31,0000,D,0,0,0
2,1,5,7,32,5243,D,5,52,524
1,4,1,7,30,8322,D,8,83,832
1,1,5,7,24,7112,E,7,71,711
2,1,5,5,22,9111,E,9,91,911
1,1,3,10,43,3339,C,3,33,333
2,1,2,10,32,5242,E,5,52,524
2,4,1,10,36,4223,D,4,42,422
1,1,1,6,34,5223,D,5,52,522
1,2,1,3,45,9332,E,9,93,933
1,4,1,10,48,8322,D,8,83,832
2,4,1,10,42,5221,E,5,52,522
1,1,5,10,44,3322,E,3,33,332
2,4,1,10,41,4110,D,4,41,411
1,4,1,6,43,8322,D,8,83,832
1,4,1,10,38,5414,D,5,54,541
2,1,1,10,29,6114,E,6,61,611
1,4,1,10,28,5414,D,5,54,541
1,4,1,7,45,3322,C,3,33,332
1,4,1,10,49,3322,B,3,33,332
2,1,1,10,35,2351,E,2,23,235
1,3,1,7,29,5222,E,5,52,522
1,1,1,7,34,5211,C,5,52,521
2,4,1,11,31,8153,D,8,81,815
2,1,1,11,37,5223,D,5,52,522
1,1,1,11,40,5223,D,5,52,522
1,4,1,11,54,1112,D,1,11,111
2,4,5,11,27,2341,D,2,23,234
1,4,1,6,30,9313,E,9,93,931
2,1,1,10,30,9111,E,9,91,911
1,1,1,10,39,3322,B,3,33,332
2,4,1,5,43,9111,E,9,91,911
1,4,1,5,36,7112,E,7,71,711
1,4,5,5,36,9313,E,9,93,931
2,1,5,12,25,5223,E,5,52,522
2,4,1,10,26,4226,D,4,42,422
2,3,1,7,35,0000,E,0,0,0
1,4,1,7,33,7522,D,7,75,752
1,4,1,5,47,7112,D,7,71,711
2,4,5,10,38,1221,E,1,12,122
1,1,1,5,54,6130,E,6,61,613
2,3,1,11,46,4312,B,4,43,431
1,3,1,11,50,2421,C,2,24,242
1,4,1,7,53,0000,B,0,0,0
2,4,5,11,26,5211,C,5,52,521
2,4,5,11,24,5211,E,5,52,521
2,1,5,5,42,9111,D,9,91,911
1,1,1,11,38,1344,D,1,13,134
2,4,1,10,29,5230,E,5,52,523
1,1,1,10,33,4321,D,4,43,432
1,4,1,5,29,5221,D,5,52,522
1,1,1,10,26,5211,E,5,52,521
1,1,1,10,43,5211,C,5,52,521
1,4,1,7,51,6130,E,6,61,613
2,4,1,5,43,6114,E,6,61,611
2,4,5,10,21,9111,E,9,91,911
1,4,5,10,25,5221,E,5,52,522
1,4,1,10,40,1219,C,1,12,121
1,4,1,11,42,0000,B,0,0,0
1,4,1,7,25,4321,D,4,43,432
1,4,5,10,23,5230,D,5,52,523
2,1,1,6,47,9112,E,9,91,911
2,4,3,10,25,5223,D,5,52,522
1,4,5,7,30,9621,E,9,96,962
1,4,1,11,26,3221,D,3,32,322
2,4,1,11,29,2635,C,2,26,263
2,2,2,10,40,5221,D,5,52,522
1,2,5,11,30,9333,B,9,93,933
1,1,1,7,46,5245,D,5,52,524
2,1,1,10,39,2342,D,2,23,234
2,4,4,5,43,8153,E,8,81,815
2,1,5,11,37,2635,B,2,26,263
2,1,1,11,45,2635,C,2,26,263
1,1,1,5,30,5414,E,5,54,541
2,2,1,10,52,2341,E,2,23,234
1,4,1,12,35,2341,D,2,23,234
2,4,1,11,29,2413,D,2,24,241
1,4,1,7,26,7112,E,7,71,711
1,4,5,7,39,7112,E,7,71,711
2,1,1,6,55,2651,E,2,26,265
1,1,1,5,34,7522,D,7,75,752
1,4,1,10,50,7112,D,7,71,711
2,4,1,10,48,8153,E,8,81,815
1,4,1,12,42,2341,C,2,23,234
2,4,1,11,31,4110,E,4,41,411
2,4,5,10,46,5312,D,5,53,531
1,1,3,6,52,9313,E,9,93,931
1,4,1,10,43,8344,D,8,83,834
2,4,1,7,39,2351,E,2,23,235
1,1,1,10,44,3322,B,3,33,332
2,4,1,10,42,5141,D,5,51,514
2,4,1,6,38,9111,E,9,91,911
1,4,1,6,45,7112,D,7,71,711
2,4,5,7,30,9111,E,9,91,911
2,2,5,7,28,9111,D,9,91,911
2,1,1,6,49,5221,E,5,52,522
1,1,1,5,51,1412,D,1,14,141
1,4,1,10,43,6130,E,6,61,613
1,4,1,10,26,8321,E,8,83,832
2,1,1,7,41,9112,E,9,91,911
1,1,1,7,48,3339,D,3,33,333
1,4,5,10,31,8219,E,8,82,821
1,4,1,10,37,5321,D,5,53,532
2,1,1,10,45,4226,D,4,42,422
1,1,1,10,51,3322,C,3,33,332
2,4,1,7,34,9111,E,9,91,911
1,4,1,7,40,7131,E,7,71,713
2,1,1,11,30,2261,B,2,22,226
1,4,1,11,37,2611,B,2,26,261
1,4,1,8,25,0000,D,0,0,0
2,4,1,8,22,4226,E,4,42,422
1,1,1,10,57,2421,B,2,24,242
2,4,1,10,40,1412,D,1,14,141
1,4,5,10,21,2341,E,2,23,234
1,4,1,7,40,0000,D,0,0,0
1,4,5,6,40,5221,E,5,52,522
2,4,5,7,33,5221,E,5,52,522
2,4,2,10,45,3341,D,3,33,334
1,4,5,5,22,7115,E,7,71,711
2,1,2,12,36,1221,B,1,12,122
1,4,1,6,43,7112,D,7,71,711
2,4,1,7,35,0000,E,0,0,0
1,2,5,7,22,9520,E,9,95,952
2,4,1,3,55,9520,E,9,95,952
1,2,1,3,56,9520,D,9,95,952
2,1,1,10,23,5311,E,5,53,531
1,4,1,6,21,8322,D,8,83,832
2,4,1,10,29,5221,E,5,52,522
2,4,3,10,52,5321,C,5,53,532
1,4,1,10,31,7522,D,7,75,752
2,4,5,10,32,9111,E,9,91,911
1,1,4,10,40,4412,D,4,44,441
1,1,5,6,22,9213,E,9,92,921
1,4,1,6,42,5414,E,5,54,541
1,1,1,10,49,7111,B,7,71,711
2,1,1,10,41,5141,D,5,51,514
1,1,5,5,39,9329,E,9,93,932
1,1,1,5,39,9313,E,9,93,931
2,4,5,7,39,6111,E,6,61,611
1,4,1,7,33,7214,E,7,72,721
1,1,1,7,21,9329,E,9,93,932
1,1,1,11,55,2341,C,2,23,234
2,4,1,12,27,2341,D,2,23,234
2,1,5,10,22,4110,D,4,41,411
1,1,1,6,41,6121,D,6,61,612
2,4,1,10,34,9112,D,9,91,911
1,2,1,10,38,8322,B,8,83,832
1,4,1,10,30,3253,D,3,32,325
2,1,1,7,30,9112,E,9,91,911
1,2,1,5,46,9212,E,9,92,921
2,4,5,10,21,3253,E,3,32,325
1,4,5,7,22,6130,E,6,61,613
2,4,5,8,25,6130,E,6,61,613
1,4,5,7,25,6130,E,6,61,613
1,4,1,5,46,7112,D,7,71,711
1,4,1,5,42,9211,E,9,92,921
2,4,1,7,43,9211,E,9,92,921
1,4,1,12,45,2330,B,2,23,233
2,1,1,12,45,2330,B,2,23,233
1,1,1,2,56,9211,E,9,92,921
2,4,5,7,33,5223,E,5,52,522
1,4,5,6,41,7213,D,7,72,721
2,4,3,6,49,5221,D,5,52,522
1,4,5,7,30,6114,E,6,61,611
1,4,5,5,23,7231,E,7,72,723
1,4,5,8,38,7132,E,7,71,713
1,4,5,7,22,9313,E,9,93,931
1,4,5,5,52,2656,E,2,26,265
1,4,5,10,27,9313,D,9,93,931
1,4,1,7,52,7112,D,7,71,711
1,1,1,10,27,5223,E,5,52,522
2,4,1,10,28,2342,E,2,23,234
1,4,1,11,28,3411,B,3,34,341
1,4,5,10,30,5212,D,5,52,521
2,1,5,11,32,3253,B,3,32,325
1,4,1,5,30,7112,D,7,71,711
1,4,1,10,46,0599,C,0,5,59
2,1,1,7,39,9520,E,9,95,952
1,1,1,7,33,6122,E,6,61,612
1,4,1,10,28,1420,B,1,14,142
2,1,1,10,25,5230,D,5,52,523
2,1,1,6,54,9211,E,9,92,921
1,1,1,10,35,1321,C,1,13,132
2,1,1,10,38,5120,E,5,51,512
1,1,1,6,43,0000,E,0,0,0
1,4,5,8,21,7422,E,7,74,742
1,4,5,8,21,7422,D,7,74,742
1,4,5,5,45,9621,E,9,96,962
2,1,5,6,39,5211,E,5,52,521
1,4,5,6,24,8321,E,8,83,832
1,4,1,5,34,6130,E,6,61,613
